scenario,opex,capex,gamma_sc,gamma_ss,gamma_ch,co2
cost1,5.709465011559756,4.696496247422705,1.1,0.0,1.1,15.522479824124655
cost2,4.376199826365015,6.475435779636679,1.1,0.0,0.320531485242899,8.196247446276205
cost3,2.0744306522148572,6.986045772598625,0.6064053840960318,0.4759342136153222,0.9820519950129674,5.850788845525586
